Restaurant_id,Total_orders,Popular_dish
49628,5126,Shrikhand
49739,2797,Thayir sadam
49811,2940,Thepla
49931,11936,Lyangcha
49939,11208,Saath
50057,9701,Kos kootu
50060,9024,Maach Jhol
50064,2716,Rasam
50091,13929,Kheer
50111,7640,Undhiyu
50119,5448,Sev khamani
50138,5555,Attu
50148,1387,Keerai sadam
50158,10426,Luchi
50216,7892,Gulab jamun
50266,10455,Vindaloo
50319,11021,Kachori
50356,10879,Farsi Puri
50363,2491,Poriyal
50461,7391,Naan
50620,7430,Adhirasam
50773,9060,Galho
50934,10011,Haq Maas
50973,13988,Modak
51119,5713,Daal puri
51158,14926,Anarsa
51230,5399,Pithe
51263,4848,Khar
51317,1340,Imarti
51329,2135,Chakali
51492,8595,Vindaloo
51495,11588,Khorisa
51543,6036,Gatta curry
51561,8477,Koldil Duck
51621,6213,Rasgulla
51832,14605,Kajjikaya
51833,12495,Pithe
51863,10418,Poha
51932,9506,Gatta curry
52024,12439,Sambar
52045,9445,Payokh
52054,2404,Lyangcha
52151,8089,Sohan papdi
52204,14674,Kanji
52207,3442,Paruppu sadam
52250,12839,Namakpara
52338,8312,Poriyal
52344,4762,Chikki
52364,10611,Rajma chaval
52368,4496,Alu Pitika
52419,1576,Litti chokha
52460,9642,Kuzhambu
52463,13013,Kaara kozhambu
52533,4447,Shahi tukra
52548,12618,Kansar
52566,5850,Anarsa
52604,9793,Pootharekulu
52686,6878,Avial
52712,10358,Namakpara
52725,6023,Dal makhani 
52767,11001,Kalakand
53007,4399,Kootu
53009,3627,Paneer butter masala
53211,5990,Adhirasam
53261,13607,Ras malai
53503,12125,Chhena jalebi
53659,3052,Sutar feni
53710,11091,Chingri malai curry
53815,12153,Adhirasam
53884,5962,Paravannam
53934,7057,Kutchi dabeli
53985,7074,Bengena Pitika
54309,9584,Kuzhi paniyaram
54314,6516,Pakhala
54326,11737,Poha
54378,4596,Sevai
54424,7565,Sandesh
54488,6240,Karela bharta
54585,8586,Gud papdi
54605,11633,Keerai sadam
54668,11883,Gavvalu
54698,14739,Adhirasam
54728,13485,Ledikeni
54735,14593,Bora Sawul
54801,8514,Lauki ke kofte
54824,12557,Jalebi
54889,4375,Mihidana
54917,7620,Keerai poriyal
54972,2050,Puli sadam
54973,1258,Kuzhambu
55080,3695,Basundi
55192,13541,Kajjikaya
55195,11132,Chicken razala
55334,12683,Laddu
55369,10410,Coconut vadi
55531,11521,Papad
55625,1604,Lassi
55702,13011,Pattor
55746,12815,Naan
55795,14733,Kheer sagar
55875,8718,Pongal
56066,3746,Unni Appam
56118,13798,Misi roti
56130,4034,Sevai
56233,10458,Mohanthal
56268,10307,Shukto
56491,1667,Copra paak
56497,6313,Gulab jamun
56553,5368,Shukto
56627,7943,Beef Fry
56722,5866,Nankhatai
56756,14354,Bisi bele bath
56972,7688,Pani puri
57004,6444,Shrikhand
57048,10594,Kalakand
57113,13816,Luchi
57224,1390,Mushroom matar
57231,7197,Khaman
57426,2921,Biryani
57428,12913,Nankhatai
57566,13684,Keri no ras
57673,12508,Halvasan
57856,7486,Saath
57868,1160,Lilva Kachori
57903,14101,Papadum
58049,12163,Shahi tukra
58070,6832,Aloo matar
58088,11667,Ghevar
58090,8990,Makki di roti sarson da saag
58119,11357,Kabiraji
58120,9899,Nankhatai
58195,14568,Dum aloo
58197,6508,Currivepillai sadam 
58289,9684,Maach Jhol
58568,8230,Doodhpak
58607,3287,Sheera
58632,11823,Misi roti
58818,8453,Shrikhand
58858,9591,Daal baati churma
58955,9908,Masor Koni
58990,9887,Adhirasam
59008,4506,Currivepillai sadam 
59141,9022,Hando Guri
59439,12714,Farsi Puri
59550,1334,Konir Dom
59555,2582,Chana masala
59662,12749,Jalebi
59771,10128,Rasabali
59810,6052,Puttu
59815,7754,Muthiya
59864,4219,Idli
59971,4708,Anarsa
60071,12405,Kos kootu
60074,10431,Undhiyu
60104,11613,Vegetable jalfrezi
60152,2393,Anarsa
60214,3646,Koshimbir
60303,11570,Mushroom matar
60323,5162,Paruppu sadam
60347,8940,Kuzhi paniyaram
60357,8041,Lyangcha
60471,13057,Paratha
60555,3362,Pachadi
60731,13136,Prawn malai curry
60794,4363,Pork Bharta
61000,13081,Daal Dhokli
61005,3995,Kolim Jawla
61028,1326,Kofta
61115,13955,Chicken Tikka masala
61128,2250,Copra paak
61196,13260,Khorisa
61238,7321,Dum aloo
61290,10130,Malapua
61315,4846,Sev tameta
61561,7060,Chapati
61597,9702,Turiya Patra Vatana sabji
61607,10215,Kheer sagar
61790,12488,Biryani
61834,3566,Lassi
61910,4187,Khaman
61931,13794,Palak paneer
62231,4987,Butter chicken
62267,14300,Methi na Gota
62408,4210,Pani Pitha
62456,8854,Gheela Pitha
62482,14463,Pakhala
62509,14479,Coconut vadi
62557,9555,Koshimbir
62679,1939,Rasgulla
62695,4597,Beef Fry
62758,5546,Sheera
62836,3955,Mag Dhokli
62876,3577,Lassi
62894,10005,Laddu
62934,8260,Kheer
62979,13204,Khakhra
63042,9483,Masor Koni
63048,13372,Black rice
63049,12906,Farsi Puri
63156,8819,Masor Koni
63617,14325,Petha
63673,4374,Misti doi
63705,3598,Khaman
63891,4593,Keerai kootu
63957,10004,Laddu
63960,10892,Currivepillai sadam 
64234,13686,Sohan halwa
64592,1330,Jeera Aloo
64595,1192,Ghooghra
64640,14614,Shahi paneer
64758,11120,Khakhra
64772,11946,Kachori
64776,9750,Namakpara
64883,14252,Dal makhani 
64956,3419,Ledikeni
64972,7612,Ghooghra
64979,10391,Sheera
65004,1172,Cheera Doi
65006,6475,Biryani
65028,4392,Kabiraji
65033,3949,Attu
65039,3973,Farsi Puri
65046,5675,Sheera
65075,5297,Chhena jalebi
65178,5639,Kuzhambu
65181,3903,Konir Dom
65183,11237,Sambar
65184,4072,Shrikhand
65188,11833,Tandoori Chicken
65189,6588,Daal Dhokli
65221,11434,Double ka meetha
65319,14959,Paneer butter masala
65404,10443,Phirni
65483,13792,Gud papdi
65530,5601,Dal tadka
65569,9870,Khorisa
65758,13015,Fara
65879,11875,Kansar
65912,3866,Kothamali sadam
65921,14602,Veg Kolhapuri
65960,1482,Chakali
66018,7974,Dal makhani 
66119,2258,Aloo matar
66166,7617,Mag Dhokli
66229,4295,Payokh
66378,4143,Haq Maas
66424,2489,Gulab jamun
66474,10797,Paratha
66490,1372,Pattor
66509,9300,Karela bharta
66602,3809,Mag Dhokli
66666,13557,Dhokla
66936,9416,Attu
67108,12112,Pantua
67148,14733,Rongi
67283,1041,Dahi vada
67296,5412,Unni Appam
67411,1306,Farsi Puri
67575,10574,Keerai kootu
67618,1164,Chingri Bhape
67652,6247,Lyangcha
67659,14105,Bandar laddu
67716,11756,Payasam
67717,3930,Tandoori Chicken
67787,2709,Kanji
67903,12686,Lilva Kachori
68020,8364,Basundi
68055,2433,Konir Dom
68100,12206,Chevdo
68276,3759,Papadum
68512,10137,Chakali
68544,12761,Chapati
69274,14174,Kabiraji
69354,4502,Attu
69489,1314,Keri no ras
69531,6910,Gajar ka halwa
69876,11322,Til Pitha
69959,11053,Gavvalu
69991,5028,Kaju katli
69992,2354,Kachori
70016,6857,Uttapam
70054,8775,Dahi vada
70344,2300,Bhakri
70400,1419,Chicken Tikka masala
70522,14673,Bhatura
70570,2956,Ghooghra
70574,12586,Khakhra
70577,4020,Handwo
70681,2592,Rongi
70691,11140,Shahi paneer
70761,10134,Paravannam
70846,3483,Daal Dhokli
70894,7187,Papadum
70942,3132,Puri Bhaji
71071,12427,Bhindi masala
71152,14024,Karela bharta
71260,8470,Sevai
71267,13214,Rabri
71328,13832,Masala Dosa
71359,12470,Farsi Puri
71361,11996,Imarti
71392,2342,Qubani ka meetha
71591,14696,Dal tadka
71596,2771,Bisi bele bath
71645,9260,Palathalikalu
72003,4695,Pachadi
72156,13324,Uttapam
72165,4349,Thepla
72236,13405,Konir Dom
72264,3399,Aloo gobi
72566,5084,Sheera
72605,5234,Daal Dhokli
72625,3111,Qubani ka meetha
72637,7793,Khaman
72650,7814,Kheer
72893,14793,Paruppu sadam
72959,11547,Thayir sadam
73475,4088,Paruppu sadam
73574,9499,Nankhatai
73603,4527,Sev tameta
73619,9335,Mishti Chholar Dal
73662,5690,Poha
73665,12322,Hando Guri
73682,10161,Pork Bharta
73720,11338,Mushroom matar
73924,5798,Laddu
73980,5856,Doodhpak
74130,10470,Attu
74137,13741,Paniyaram
74340,13943,Ras malai
74361,14053,Pinaca
74365,12485,Brown Rice
74549,3937,Farsi Puri
74628,10998,Khaman
74644,14864,Pinaca
74646,2384,Sandige
74668,5758,Aloo methi
74870,10405,Masor Koni
74979,1966,Halvasan
76208,7921,Sev tameta
76475,2388,Bisi bele bath
76601,7460,Idiappam
76649,7640,Aloo matar
76702,7123,Dal makhani 
76775,3707,Chana masala
76997,10807,Pakhala
77106,7152,Idli
77182,11648,Kanji
77217,1208,Aloo matar
77340,9870,Dal makhani 
77371,6817,Payasam
77646,1488,Lauki ki subji
77719,9654,Laddu
77726,14060,Kuzhambu
77736,2851,Dosa
77740,2557,Kothamali sadam
77875,13710,Butter chicken
77876,10176,Misti doi
78036,6796,Tandoori Chicken
78085,13828,Singori
78172,1242,Khichu
78244,6664,Maach Jhol
78335,6843,Dosa
78434,11256,Shufta
78478,10865,Kheer
78684,14738,Paneer butter masala
79000,9130,Chole bhature
79184,9869,Sandige
79234,6288,Sev tameta
79595,3114,Cham cham
79693,11469,Paneer tikka masala
79850,14062,Double ka meetha
79855,7461,Kuzhi paniyaram
80118,12041,Kuzhakkattai
80142,3214,Kaara kozhambu
80349,12021,Kofta
80398,10279,Khichu
80488,14548,Aloo matar
80504,7615,Chak Hao Kheer
80517,6369,Khichu
80593,7272,Dhokla
80840,3891,Gud papdi
81049,10932,Goja
81114,9257,Lauki ke kofte
81270,2453,Puri Bhaji
81392,1732,Phirni
81489,8531,Aloo methi
81574,9634,Obbattu holige
81616,3019,Modak
81650,9933,Shahi paneer
81725,12600,Prawn malai curry
81776,14843,Kumol Sawul
81814,12565,Til Pitha
81944,13133,Chingri Bhape
81984,14839,Singori
81992,13059,Chicken Tikka
82022,14115,Black rice
82089,8326,Kuzhakkattai
82160,1185,Koldil Duck
82375,13290,Anarsa
82407,7466,Paruppu sadam
82499,8456,Pesarattu
82509,3652,Jeera Aloo
82634,5008,Sev tameta
82818,13153,Daal baati churma
82844,6333,Gatta curry
82875,1758,Ghooghra
82956,8855,Red Rice
83041,10228,Payokh
83078,3910,Sohan halwa
83081,12301,Chhena poda
83230,10670,Red Rice
83293,3500,Mishti Chholar Dal
83296,12480,Luchi
83488,7940,Patra
83516,1540,Galho
83528,5009,Bora Sawul
83822,2705,Sattu ki roti
83833,6600,Boondi
83837,7022,Avial
83839,11168,Sevai
84139,13176,Keerai poriyal
84140,6189,Laddu
84174,4230,Kothamali sadam
84222,13216,Kuzhi paniyaram
84264,7504,Sandesh
84340,11473,Bora Sawul
84417,7725,Sohan papdi
84836,1370,Pork Bharta
84962,14018,Pantua
85218,2107,Mawa Bati
85253,14416,Mahim halwa
85642,12764,Keerai kootu
85719,10644,Paratha
85848,10257,Kootu
85971,8456,Keerai poriyal
86078,6480,Kos kootu
86084,2239,Misti doi
86087,10771,Undhiyu
86175,6765,Keri no ras
86248,5665,Pongal
86477,13898,Khandvi
86724,3305,Handwo
86834,7117,Panjeeri
87071,6981,Rongi
87077,10709,Chhena kheeri
87100,4530,Keerai kootu
87112,12578,Sutar feni
87296,3094,Rasabali
87551,1378,Sukhdi
87903,14819,Makki di roti sarson da saag
87975,13140,Chana masala
88022,9723,Rongi
88070,9380,Lyangcha
88325,9840,Methi na Gota
88440,7023,Ghooghra
88503,4131,Paniyaram
88532,10870,Theeyal
88650,6790,Tandoori Fish Tikka
88711,14065,Pattor
88745,5679,Chana masala
88858,6806,Poornalu
88966,5284,Payasam
89254,9630,Halvasan
89378,14530,Kuzhakkattai
89571,1471,Halvasan
89648,1146,Pootharekulu
89691,9049,Makki di roti sarson da saag
90306,12502,Kanji
90317,14871,Coconut vadi
90466,1033,Shufta
90561,13240,Kutchi dabeli
90694,5853,Sutar feni
90712,13666,Kachori
90842,1739,Fara
90900,13136,Anarsa
90911,12011,Daal baati churma
91215,14099,Luchi
91216,3799,Dosa
91289,10337,Farsi Puri
91305,14013,Mysore pak
91323,7160,Mahim halwa
91408,10802,Sandesh
91458,9153,Gavvalu
91629,6506,Namakpara
91699,8435,Pattor
91758,6595,Kutchi dabeli
91781,1175,Paneer tikka masala
91817,12260,Uttapam
91969,13776,Poriyal
92151,8152,Til Pitha
92270,14730,Sattu ki roti
92282,2023,Kothamali sadam
92384,7889,Anarsa
92403,2286,Kootu
92796,1589,Chingri malai curry
92830,11112,Bhatura
93035,11793,Poornalu
93152,1915,Mawa Bati
93430,5928,Modak
93439,10971,Dhokla
93695,14651,Kulfi falooda
93802,10136,Boondi
94075,6281,Kuzhi paniyaram
94091,2192,Dhokla
94363,12991,Misi roti
94366,14580,Maach Jhol
94417,3853,Saath
94438,14617,Qubani ka meetha
94441,12940,Mag Dhokli
94782,12493,Chevdo
94832,7894,Bisi bele bath
94908,9129,Pani puri
95206,7766,Mushroom matar
95278,6647,Amti
95365,6967,Paniyaram
95862,13495,Aloo gobi
96020,11612,Dharwad pedha
96386,1352,Lyangcha
96618,4615,Halvasan
96619,14769,Sohan papdi
96989,1791,Dharwad pedha
96990,12425,Sukhdi
97000,4909,Lassi
97132,11077,Chapati
97413,8888,Gajar ka halwa
97418,9748,Fara
97485,10546,Cheera Doi
97522,4171,Dosa
97859,14067,Mag Dhokli
97890,8634,Sukhdi
98255,14951,Sohan halwa
98257,14417,Uttapam
98288,14006,Black rice
98351,2960,Shukto
98817,11304,Currivepillai sadam 
98822,11129,Lyangcha
98927,3350,Til Pitha
99085,6675,Chapati
99297,14985,Shankarpali
99304,12545,Sohan halwa
99341,14618,Anarsa
99494,8497,Mihidana
99901,4754,Dahi vada
100185,11902,Lauki ki subji
100325,13746,Pongal
100398,8660,Pindi chana
100721,6605,Rasabali
100748,10060,Ras malai
100749,12054,Gud papdi
100853,1105,Chicken Varuval
100942,4464,Alu Pitika
100958,12854,Pakhala
101421,12993,Vindaloo
101438,14395,Pork Bharta
101496,13323,Bombil fry
101568,9420,Palak paneer
101631,2955,Phirni
101652,14525,Veg Kolhapuri
101751,7063,Vindaloo
101968,14075,Shufta
102148,9597,Vegetable jalfrezi
102263,8804,Avial
102633,3887,Dosa
103112,6966,Phirni
103420,2284,Kachori
103504,11213,Puli sadam
104017,10158,Kuzhakkattai
104293,14350,Keri no ras
104321,7118,Handwo
104409,5002,Lauki ki subji
104527,9309,Daal Dhokli
104544,6695,Dhondas
104836,7789,Chingri malai curry
105252,11136,Payokh
105268,7166,Shufta
105483,5875,Navrattan korma
105485,12478,Turiya Patra Vatana sabji
105657,7288,Red Rice
105822,10670,Gavvalu
105853,12736,Boondi
105909,6086,Lyangcha
105990,11389,Uttapam
106058,6156,Idiappam
106200,3709,Obbattu holige
106202,7630,Rasgulla
106419,13004,Tandoori Chicken
106587,14821,Papad
106615,4657,Bhindi masala
106722,9340,Petha
106763,4549,Gavvalu
106768,8551,Papadum
106927,3081,Gavvalu
107032,4783,Kajjikaya
107194,14528,Sohan halwa
107648,8565,Chevdo
107763,4729,Koshimbir
107820,1297,Dhokla
107823,10171,Kos kootu
108561,7654,Vindaloo
108565,9658,Kheer sagar
108808,1394,Kuzhambu
109060,7109,Sev tameta
109119,6376,Adhirasam
109168,8228,Coconut vadi
109763,7889,Chorafali
109787,2225,Khichu
109791,10496,Sohan papdi
110135,3998,Poornalu
110314,13103,Chicken Varuval
110376,8875,Thalipeeth
110743,5376,Bilahi Maas
110791,5919,Gajar ka halwa
110797,7672,Laapsi
110855,3134,Chak Hao Kheer
110996,3025,Imarti
111164,5642,Pakhala
111250,1145,Anarsa
111360,2815,Ledikeni
111518,1466,Laddu
111536,7073,Koshimbir
111795,11275,Doodhpak
112286,3357,Vindaloo
112315,10803,Konir Dom
113377,2789,Shahi tukra
113643,12826,Lauki ki subji
113649,10528,Chorafali
113657,10010,Khar
114143,5045,Saath
114176,11646,Idli
114370,7463,Bengena Pitika
114463,4318,Kachori
114615,11177,Doodhpak
114637,12725,Modak
114733,10220,Chorafali
115089,2762,Aloo tikki
115093,4763,Surnoli
115274,10478,Jeera Aloo
115437,5535,Mawa Bati
115486,5514,Lassi
115490,8348,Nankhatai
115662,5457,Theeyal
115705,3000,Kadai paneer
115730,9485,Bora Sawul
116899,3970,Luchi
116985,2983,Muthiya
117031,8132,Gavvalu
117211,11050,Haq Maas
117221,8126,Thayir sadam
117303,10135,Rongi
117454,6831,Pattor
117757,8069,Double ka meetha
117871,2538,Basundi
118074,6129,Handwo
118195,1330,Shankarpali
118380,6469,Palathalikalu
118454,14012,Lyangcha
118571,7490,Puttu
118807,5847,Puri Bhaji
118885,4640,Puttu
118925,2667,Chingri Bhape
118994,9011,Galho
119056,4073,Misti doi
119181,1352,Keerai kootu
119701,14868,Keri no ras
119895,4649,Sev khamani
119937,13850,Hando Guri
120088,12069,Coconut vadi
120121,10209,Payasam
120638,12095,Mag Dhokli
120807,10929,Pootharekulu
121149,5051,Daal Dhokli
121182,4968,Coconut vadi
121264,1523,Chicken Tikka masala
121307,4489,Sheer korma
121512,10611,Aloo shimla mirch
121689,1464,Mishti Chholar Dal
121807,2191,Obbattu holige
121933,1263,Shahi paneer
121992,4901,Chicken Tikka masala
122249,5898,Kutchi dabeli
122423,2145,Dum aloo
122437,12724,Puttu
122477,8665,Paruppu sadam
122713,2811,Rongi
122746,8200,Vindaloo
122773,1834,Sabudana Khichadi
122863,7800,Bandar laddu
122909,13534,Koshambri
123348,7441,Pani puri
123390,5933,Shahi paneer
123459,6766,Zunka
123889,2060,Turiya Patra Vatana sabji
123985,1056,Shankarpali
124105,2761,Upma
124165,7269,Litti chokha
124178,9739,Ghevar
125148,9191,Karela bharta
125150,1832,Adhirasam
125298,11221,Ghooghra
125535,1480,Shahi tukra
125546,11857,Hando Guri
126042,9365,Modak
126405,7884,Sattu ki roti
126445,5963,Aloo gobi
126480,8403,Gavvalu
126671,12154,Khichu
126943,13831,Koshambri
127056,2089,Kadai paneer
127143,8574,Dosa
127199,11809,Double ka meetha
127237,8652,Kanji
127508,4759,Pantua
127596,5280,Chhena kheeri
127657,13886,Undhiyu
127798,8150,Kabiraji
128084,7669,Bhindi masala
128170,11187,Khichdi
128468,2798,Pakhala
128589,1741,Mysore pak
128775,2476,Shrikhand
128802,13890,Kuzhi paniyaram
128889,6330,Naan
128953,8050,Ghooghra
129409,1615,Chicken Varuval
129538,13520,Sandige
129561,8530,Pindi chana
129725,1107,Ras malai
129922,14137,Bhatura
130055,1253,Ghooghra
130423,10605,Bajri no rotlo
130502,11703,Idli
130507,3003,Karela bharta
130631,2446,Khar
131042,5164,Aloo gobi
131057,14162,Kutchi dabeli
131059,14735,Khandvi
131167,7271,Pav Bhaji
131176,3767,Kootu
131247,7362,Paravannam
131321,2026,Muthiya
131394,3482,Dahi vada
131453,7344,Chicken Tikka
131637,7806,Zunka
131758,13034,Kothamali sadam
131862,1877,Lassi
131864,1635,Daal baati churma
131870,6109,Bengena Pitika
131933,1535,Chak Hao Kheer
132077,14279,Khichu
132574,11285,Koshambri
132818,13646,Kadhi pakoda
132820,6447,Masala Dosa
133012,7112,Misti doi
133233,2584,Bengena Pitika
133301,12958,Sandesh
133408,9690,Avial
133409,9251,Maach Jhol
133417,1492,Aloo matar
133492,2589,Kaju katli
133550,3462,Kheer
133777,13648,Surnoli
133781,14945,Haq Maas
133886,7052,Churma Ladoo
133893,12846,Khakhra
134395,6252,Aloo matar
134404,9466,Turiya Patra Vatana sabji
134552,8045,Sandige
134559,7341,Coconut vadi
135333,13232,Unni Appam
135489,2864,Chicken Varuval
135887,9428,Pachadi
135902,6908,Laddu
135975,12017,Paneer butter masala
136111,10755,Chingri Bhape
136394,8334,Koshimbir
136461,12055,Pootharekulu
136524,14919,Panjeeri
136701,2946,Chevdo
136793,4591,Basundi
136796,6020,Palathalikalu
136798,8124,Mihidana
136902,2666,Lilva Kachori
137284,12684,Rabri
137675,3123,Keerai poriyal
138618,3012,Chhena poda
138770,7657,Masor tenga
138863,6750,Obbattu holige
138866,973,Idli
139114,13881,Payokh
139168,12609,Beef Fry
140101,12364,Lyangcha
140151,11157,Kakinada khaja
140309,8960,Alu Pitika
140381,5762,Paruppu sadam
140409,6041,Payasam
140454,14438,Mushroom do pyaza
140465,4952,Daal Dhokli
140498,11596,Bebinca
140524,11553,Lauki ki subji
141274,8869,Pork Bharta
141364,11082,Sattu ki roti
141433,8568,Red Rice
141648,6952,Imarti
141698,3886,Patra
141938,2634,Sev tameta
142037,1676,Gud papdi
142149,6379,Dudhi halwa
142565,7246,Coconut vadi
142642,7672,Malapua
142670,8285,Aloo matar
142703,4245,Kabiraji
142880,13477,Kaju katli
142955,8993,Koldil Duck
143064,14059,Halvasan
143361,11923,Copra paak
143664,1152,Tandoori Chicken
143934,11349,Biryani
144132,5204,Sheera
144659,1043,Ghooghra
144692,10940,Khaman
144698,1154,Idli
144828,11069,Nankhatai
145240,3584,Gheela Pitha
145688,10473,Idiappam
146037,6700,Konir Dom
146059,7501,Puttu
146069,1890,Chicken razala
146304,1315,Mawa Bati
146526,10196,Anarsa
146609,14565,Chevdo
146866,10589,Shahi tukra
146954,5333,Dhokla
147082,12385,Bisi bele bath
147225,2409,Konir Dom
147485,5879,Puri Bhaji
147545,1658,Zunka
147639,4277,Turiya Patra Vatana sabji
147722,5499,Idiappam
147986,2077,Upma
148131,9593,Surnoli
148175,14757,Theeyal
148279,9915,Rajma chaval
148455,10087,Bandar laddu
148916,11481,Boondi
149749,5962,Chingri Bhape
150132,2761,Adhirasam
150384,10350,Thayir sadam
150456,11800,Lauki ke kofte
150470,9364,Misti doi
150582,7533,Saath
150802,8661,Poriyal
151036,3845,Pindi chana
151079,2893,Dudhi halwa
151172,3903,Koshimbir
151192,2357,Chhena kheeri
151578,2155,Sandige
151703,13528,Rasgulla
151712,7920,Luchi
152271,13865,Payokh
152458,12792,Sheera
152984,8687,Aloo tikki
153036,7567,Shukto
153039,10844,Sevai
153046,12146,Beef Fry
153074,6663,Sev khamani
153244,14958,Chingri Bhape
153330,7685,Bora Sawul
153348,4975,Kajjikaya
154343,8664,Uttapam
154484,4614,Puttu
154694,2983,Kulfi falooda
154826,7718,Kumol Sawul
155090,3763,Misi roti
155434,14212,Misti doi
155638,2741,Black rice
155642,1563,Laapsi
155656,3640,Paruppu sadam
156117,6206,Kuzhakkattai
156134,6773,Vindaloo
156457,3029,Handwo
156690,13951,Kabiraji
156822,6649,Poriyal
157267,1865,Copra paak
157772,12873,Vindaloo
157809,7372,Chicken Varuval
157841,14026,Palak paneer
157995,9194,Bilahi Maas
158172,3275,Paravannam
158481,12298,Mawa Bati
158630,13204,Chicken Tikka
158993,7936,Paneer tikka masala
159235,1256,Dal makhani 
159255,1291,Misti doi
159357,3626,Maach Jhol
159686,2205,Sutar feni
159913,8971,Pinaca
160082,2149,Obbattu holige
160090,2487,Zunka
160267,2496,Beef Fry
160297,3285,Kootu
160393,14857,Vada
160590,14082,Panjeeri
160718,6356,Amti
160865,8300,Saath
160937,8852,Kalakand
161230,12911,Aloo methi
161627,14923,Sev tameta
161676,6102,Kofta
161707,6416,Uttapam
161933,7110,Kulfi falooda
162000,6314,Paratha
162040,9741,Maach Jhol
162181,1607,Gheela Pitha
162320,12852,Gud papdi
162326,7557,Haq Maas
162327,4480,Keerai poriyal
162494,14558,Misti doi
162879,6412,Mushroom do pyaza
163208,12378,Kootu
163212,7530,Qubani ka meetha
163375,2655,Bombil fry
163382,12359,Masor Koni
163739,4845,Adhirasam
163740,5795,Shukto
163869,6819,Lilva Kachori
163881,9609,Kutchi dabeli
163888,4016,Saath
164182,10454,Koshambri
164203,13819,Kootu
164250,5428,Kansar
164289,9448,Anarsa
164383,14650,Fara
164440,6345,Mahim halwa
164446,9986,Jeera Aloo
164455,8615,Koshimbir
164668,3299,Puri Bhaji
164766,10324,Pesarattu
164784,9869,Chicken razala
164984,13109,Koshimbir
164991,3844,Khar
165130,8759,Khichdi
165276,11784,Obbattu holige
165286,1643,Currivepillai sadam 
165375,7704,Rasabali
165658,4317,Payasam
165917,4452,Dum aloo
166189,13725,Haq Maas
166390,11687,Payasam
166728,2381,Paratha
166775,11714,Goja
167068,3892,Mushroom do pyaza
167252,9294,Kachori
167437,3697,Keri no ras
167489,5324,Panjeeri
167503,8701,Palak paneer
167544,12924,Bajri no rotlo
167556,5854,Namakpara
167614,9977,Kadai paneer
167670,10014,Ras malai
167945,13234,Theeyal
167970,14055,Thepla
168043,12390,Dum aloo
168348,10740,Pani puri
168353,14538,Shahi tukra
168361,12747,Daal baati churma
168509,5518,Pantua
168602,1690,Lilva Kachori
168668,11182,Basundi
168713,10560,Ariselu
169086,9261,Koshambri
169450,1229,Pinaca
169611,2700,Bajri no rotlo
169803,5999,Panjeeri
170132,9001,Paniyaram
